index,prompt_raw,target_text,length,level
00484,"A classroom poster featuring the alphabet, where each letter from ""A to Z"" is paired with a corresponding animal, illustrated in a colorful, educational style, suitable for young learners.",A to Z,4,Easy
00485,"A realistic photograph of a modern solar panel installation with a prominent sign that reads ""Clean Energy Zone"", set against a backdrop of a sunny, clear sky and green fields, emphasizing the transition to renewable energy.",Clean Energy Zone,15,Hard
00486,"A sleek, modern race car with a glossy black finish, featuring a bold red and white decal on the hood that reads ""Speed Demon 5000"", set against a blurred background of a bustling racetrack.",Speed Demon 5000,14,Hard
00487,"A neon sign flashing ""Open 24 Hours"" outside a quaint diner, set against a backdrop of a dimly lit city street at night, with a light mist adding to the atmosphere.",Open 24 Hours,11,Hard
00488,"A vast, snowy landscape with a prominent snowbank intricately carved with the words ""Cold Zone"", surrounded by frosty trees and a pale, wintry sky.",Cold Zone,8,Medium
00489,"A superhero stands proudly, their cape billowing in the wind, with the emblem ""Heroes United"" prominently displayed on the chest. The setting sun casts a golden glow, highlighting the intricate details of the emblem and the hero's determined expression.",Heroes United,12,Hard
00490,"A realistic photograph of a computer repair shop's front window, featuring a large, eye-catching decal that reads ""Virus Removal 24h"" in bold, modern font, with a stylized image of a computer and a shield icon, set against a clean, glass backdrop.",Virus Removal 24h,15,Hard
00491,"A close-up of a hotel key card sleeve on a wooden desk, displaying ""Room 237 Checkout 11AM"", with a sleek modern keycard partially inserted, under a soft overhead light, capturing the subtle textures and colors.",Room 237 Checkout 11AM,19,Hard
00492,"A cozy magic wand shop with a window display featuring a vintage wooden sign that reads ""Expelliarmus Sold Out"", surrounded by an array of mystical wands and enchanted artifacts, bathed in the warm glow of candlelight.",Expelliarmus Sold Out,19,Hard
00493,"A cozy kitchen scene featuring a baker's oven mitt, delicately embroidered with ""Handle With Care"", hanging from a vintage oven handle, with a warm, golden light casting soft shadows.",Handle With Care,14,Hard
00494,"A gym motivational poster with ""No Pain No Gain"" in bold letters, featuring a determined mountain climber scaling a rocky peak under a clear blue sky.",No Pain No Gain,12,Hard
00495,"A bustling school cafeteria on a Friday, with a large, colorful sign displaying the ""Pizza Friday Special"" menu. Students in vibrant uniforms gather excitedly, pointing at the mouth-watering pizzas arranged on the serving counter.",Pizza Friday Special,18,Hard
00496,"A bustling city street at dusk, with a modern bus stop featuring a digital sign flashing ""Next Bus 10 Minutes"". Passersby wait impatiently, some checking their phones, others chatting. The scene is lit by the glow of street lamps and the digital sign, creating a vibrant, realistic atmosphere.",Next Bus 10 Minutes,16,Hard
00497,"A graduation cap adorned with a stylish ""Class of 2024"" decoration, set against a backdrop of a sunny university campus with students in gowns celebrating in the background.",Class of 2024,11,Hard
00498,"A realistic photograph of an elevator emergency panel with clear instructions that read ""Call 911"", set against a modern, metallic interior with soft lighting highlighting the panel.",Call 911,7,Medium
00499,"A futuristic spaceship cockpit with a glowing control panel displaying the alert: ""Warp Drive Engaged"", surrounded by blinking lights and holographic interfaces, set against the backdrop of a star-streaked galaxy.",Warp Drive Engaged,16,Hard
00500,"A nostalgic night scene featuring a retro diner with a neon sign glowing in cursive pink letters that read ""Eat Here"", casting a warm, inviting glow over the empty street.",Eat Here,7,Medium
00501,"An ancient Pharaoh’s tomb interior, dimly lit by torches, revealing intricate hieroglyphs on the walls that spell ""Cursed WiFi Password"" in a blend of traditional Egyptian symbols and modern text.",Cursed WiFi Password,18,Hard
00502,"At an amusement park, a vibrant sign with bold text ""Must Be This Tall"" stands next to a colorful height marker. The scene is lively, with excited children and patient parents waiting in line for the ride, the sun casting warm, golden light over the area.",Must Be This Tall,14,Hard
00503,"A serene yoga studio with minimalist decor, featuring a large, elegant wall art that reads ""Breathe In Breathe Out"" in modern, flowing script. Soft, natural light filters through large windows, casting a calm and inviting atmosphere.",Breathe In Breathe Out,19,Hard
00504,"A close-up of a superhero cape with intricate embroidery that reads ""Dry Clean Only"", set against a dark, dramatic background, capturing the texture and detail of the fabric and the contrast of the bold text.",Dry Clean Only,12,Hard
00505,"A tranquil backyard scene with a wooden bird feeder sign prominently displaying ""Feed the Birds"", surrounded by colorful flowers and visited by a variety of songbirds perched on the branches.",Feed the Birds,12,Hard
00506,"A close-up of a cooking show set, featuring a neatly organized ingredient list card prominently displaying ""Next Step Add Flour"" amidst a backdrop of kitchen utensils and a partially prepared dough.",Next Step Add Flour,16,Hard
00507,"A weathered pirate's treasure map, with a small footnote in curly script reading ""Beware of DuckBilled Platypi"", surrounded by intricate illustrations of tropical flora and fauna, hinting at the exotic dangers that lie ahead.",Beware of DuckBilled Platypi,25,Hard
00508,"A detailed photograph of an ancient artifact in a museum, with a label clearly visible that reads ""Circa 3000 BCE"". The artifact is a beautifully preserved clay pot, surrounded by soft, ambient lighting that highlights its intricate carvings and age.",Circa 3000 BCE,12,Hard
00509,"A close-up of a smartwatch with a sleek, modern design, its screen displaying an alert that reads ""Low Battery 10"". The watch is on a person's wrist, and the background is a blurred, tech-themed environment, emphasizing the digital and futuristic aspect of the scene.",Low Battery 10,12,Hard
00510,"A whimsical children's book illustration featuring a majestic dragon standing proudly, holding a vibrant sign that reads ""Fire Sale"", surrounded by a lively market with colorful stalls and cheerful characters.",Fire Sale,8,Medium
00511,"A realistic photograph of a fire station truck door, prominently displaying the text ""Rescue Unit 3 On Duty"" in bold, clear letters, with the metal surface showing subtle scratches and wear, set against a background of a busy urban fire station.",Rescue Unit 3 On Duty,17,Hard
00512,"A vintage postcard with a retro-futuristic Martian landscape, featuring a rover and alien flora. The caption reads ""Greetings From Mars"" in elegant, old-fashioned lettering at the bottom of the card.",Greetings From Mars,17,Hard
00513,"A cozy diner scene with a vintage placemat featuring a trivia question, ""What is chelonitis?"" The placemat is worn but legible, surrounded by classic diner items like a coffee mug and a plate with a burger. The atmosphere is warm and inviting, with soft lighting and 1950s decor.",What is chelonitis?,17,Hard
00514,"A realistic photograph of a brick wall covered in graffiti, prominently featuring the bold text ""Revolution Now"" in vibrant, dynamic colors, with the surrounding tags and artwork adding depth and context to the scene.",Revolution Now,13,Hard
00515,"A detailed, ancient wizard’s spellbook page titled ""Invisibility Incantation"", with intricate illustrations of mystical symbols and handwritten notes in quill pen, set against a backdrop of worn, yellowed parchment.",Invisibility Incantation,23,Hard
00516,"A vintage, illustrated packet of magic beans with a whimsical label warning, ""Giant Problems Guaranteed"", set against a rustic wooden background, with a spool of twine and an old key nearby, evoking a sense of mystery and adventure.",Giant Problems Guaranteed,23,Hard
00517,"A close-up of a pizza box, prominently stamped with ""Hot Fresh Delivery"", sitting on a wooden table, steam gently rising from the box, in a cozy kitchen setting.",Hot Fresh Delivery,16,Hard
00518,"At the airport, a large, modern sign displays ""burwardeslyn"" in bold, illuminated letters, reflecting the bustling activity of travelers and the sleek design of the terminal.",burwardeslyn,12,Hard
00519,"A bustling medieval marketplace with a quaint shop adorned by a vibrant sign that reads ""Wands 50% Off"", attracting curious wizards and enchanted onlookers.",Wands 50% Off,11,Hard
00520,"A cozy café interior with warm lighting and wooden furniture. On the wall, a chalkboard reads, ""WiFi password: LatteArt123"". A barista prepares a latte while patrons enjoy their drinks, creating a lively yet relaxed atmosphere.",WiFi password: LatteArt123,24,Hard
00521,"A vibrant charity event poster with a warm, inviting design, featuring a diverse group of people sharing a meal. Bold, uplifting text reads ""Help Feed the Hungry"" at the top, surrounded by images of fresh, nutritious food and smiling faces.",Help Feed the Hungry,17,Hard
00522,"A vibrant, eye-catching temp agency poster with the slogan ""Work for Maybe Money"" in bold, playful fonts, set against a backdrop of a bustling cityscape, with diverse, hopeful individuals in the foreground, symbolizing the promise and uncertainty of temporary employment.",Work for Maybe Money,17,Hard
00523,"A sleek, compact spy camera discreetly hidden inside a pen, with the side engraved with ""Top Secret Device"", placed on a dark, worn wooden desk, casting a subtle shadow.",Top Secret Device,15,Hard
00524,"A modern art installation featuring a ""islands"" sculpture photo booth, crafted from intricate, thin colored lines that weave together to form the shape of islands, set against a minimalist backdrop.",islands,7,Medium
00525,"A vibrant carnival game booth under colorful lights, with a large, plush panda as the grand prize. The sign reads ""Win a Giant Panda"" in playful, neon lettering. Crowds cheer as a contestant aims for the top prize.",Win a Giant Panda,14,Hard
00526,"Retro diner scene with a red and white checkered placemat featuring a trivia question, ""Who Invented Pizza?"" The diner has classic 1950s decor, including a chrome soda fountain and vintage booths.",Who Invented Pizza?,17,Hard
00527,"A modern public park with a large digital screen displaying an ""AIGenerated Weather Forecast"", surrounded by lush greenery and benches, with people casually walking by and enjoying the sunny day.",AIGenerated Weather Forecast,26,Hard
00528,"A cozy café interior with a rustic wooden table and chairs, warm lighting, and a chalkboard menu prominently displaying ""Today's Special Pumpkin Soup"" in elegant handwriting, surrounded by fall decorations and potted plants.",Today's Special Pumpkin Soup,25,Hard
00529,"A close-up of a coffee cup with a sleeve printed ""Caution Hot Contents"", set on a wooden table, with a light steam rising from the cup, capturing the warmth and coziness of a quiet café.",Caution Hot Contents,18,Hard
00530,"A medieval knight holds a shield, its surface intricately engraved with the motto ""Honor Above All"", standing against a backdrop of an ancient stone castle under a twilight sky.",Honor Above All,13,Hard
00531,"A movie theater at night, the marquee brightly lit with the words ""Premiere Tonight"", surrounded by excited crowds and flashing cameras, under a starlit sky.",Premiere Tonight,15,Hard
00532,"Retro arcade screen with pixelated graphics displaying ""Game Over  Insert Coin"", set against the glow of neon lights and surrounded by vintage game controllers and joysticks.",Game Over  Insert Coin,18,Hard
00533,"A dinosaur museum exhibit with a life-sized, detailed model of a friendly-looking dinosaur, surrounded by lush prehistoric vegetation. A sign reads ""Petting Zoo  Extinct"", inviting visitors to touch and interact with the display in a playful, educational setting.",Petting Zoo  Extinct,17,Hard
00534,"A close-up of a sleek, silver pet collar tag, intricately engraved with the text ""If Lost Return to Area 51"", set against a backdrop of desert sands and distant, mysterious mountains.",If Lost Return to Area 51,20,Hard
00535,"A realistic photograph of a police car with the decal ""To Protect and Serve"" prominently displayed on the door, set against a backdrop of a bustling city street at dusk.",To Protect and Serve,17,Hard
00536,"A weathered pirate map with intricate, cursive script, prominently marking ""X Marks Logic"" at the center, surrounded by faded compass roses and nautical symbols, under a soft, golden light that enhances the map's aged texture.",X Marks Logic,11,Hard
00537,"A close-up of a hotel key card sleeve, prominently displaying ""Room 237 Checkout Noon"", lying on a wooden desk with a subtle shadow, captured in a realistic photographic style.",Room 237 Checkout Noon,19,Hard
00538,"A vast, dew-covered wheat field at dawn, with a intricate crop circle at the center, its pattern clearly spelling out ""Take Us to Your Dealer"" in a mysterious alien script, surrounded by the faint, fading glow of a recent UFO visit.",Take Us to Your Dealer,18,Hard
00539,"A dramatic scene where words ""Struck by Lightning Twice"" are vividly formed by lightning bolts against a stormy sky, with a lone, silhouetted tree in the foreground, emphasizing the power and rarity of the phenomenon.",Struck by Lightning Twice,22,Hard
00540,"An ancient, moss-covered stone tablet stands at the mouth of a dark cave, its surface deeply carved with the ominous warning ""Beware Cyclops Cave"". The surrounding forest is dense, with dappled sunlight filtering through the leaves, casting eerie shadows.",Beware Cyclops Cave,17,Hard
00541,"A realistic photograph of a geometry exam paper with a question that reads ""Solve for Y"" clearly underlined, surrounded by other math problems and formulas. The paper is slightly wrinkled, with a pencil resting on the side.",Solve for Y,9,Medium
00542,"A futuristic time machine's dashboard, with sleek, metallic surfaces and glowing, holographic interfaces. The central display is flashing bright red, showing the text ""Destination Nope"" amidst a network of intricate circuits and blinking lights.",Destination Nope,15,Hard
00543,"A cozy campfire scene with a marshmallow roasting on a stick intricately carved with ""Camp Adventure"", surrounded by friends laughing and enjoying the outdoors, under a starlit sky.",Camp Adventure,13,Hard
00544,"A vintage butler's tray with an elegant engraving that reads ""High Tea Low Expectations"", set against a backdrop of a cozy, dimly lit tea room, with steam rising from a porcelain teapot and delicate pastries arranged on a tiered stand.",High Tea Low Expectations,22,Hard
00545,"A majestic pirate ship, the ""Sea Rover"", sails across a turbulent sea under a stormy sky. The ship's weathered sails are fully extended, catching the wind. Detailed wooden planks and ropes add texture, while the crew, dressed in period attire, man the deck with determination.",Sea Rover,8,Medium
00546,"A realistic photograph of a spacesuit helmet visor, reflecting the text ""Mars Colony Year 2150"", set against the backdrop of a dusty, red Martian landscape with distant domed habitats.",Mars Colony Year 2150,18,Hard
00547,"A close-up of a candy wrapper design, featuring vibrant colors and playful patterns, with the text ""Sweet Treats Inside"" prominently displayed in bold, cheerful font, set against a glossy, slightly crinkled texture.",Sweet Treats Inside,17,Hard
00548,"A bustling construction site with workers in hi-vis vests and hard hats, surrounded by scaffolding and cranes. A prominent sign reads ""Hard Hat Area"" in bold letters, ensuring safety protocols are strictly followed.",Hard Hat Area,11,Hard
00549,"A vibrant movie premiere with a red carpet leading to a grand stage, ""Film Fest 2024"" banners fluttering overhead, surrounded by flashing cameras and excited fans.",Film Fest 2024,12,Hard
00550,"A vintage, mysterious invitation card with intricate, embossed gold text reading ""We Meet Never"". The card features subtle, shadowy symbols and a dark, elegant border, suggesting the allure and secrecy of an exclusive, enigmatic society.",We Meet Never,11,Hard
00551,"Retro arcade game screen with vibrant pixel art, displaying a high score list. At the top, in bold, retro font: ""A Winner Is You"". The background features classic game sprites and a nostalgic color palette, capturing the essence of 80s arcade culture.",A Winner Is You,12,Hard
00552,"An antique globe with a vintage, worn label that reads ""Here There Be Tax Audits"", set against a backdrop of old maps and ledgers, with a soft, warm lighting highlighting the intricate details of the globe.",Here There Be Tax Audits,20,Hard
00553,"A bathroom with a vintage mirror, slightly fogged, reflecting a cozy, warm-lit room. On the mirror, in bold red lipstick, the words ""You Look Great"" are written, creating a cheerful and uplifting atmosphere.",You Look Great,12,Hard
00554,"A tiny snail, its shell glistening with dew, holds a miniature sign that says ""operate"" in a serene forest clearing, surrounded by lush green leaves and soft sunlight filtering through the trees.",operate,7,Medium
00555,"A dessert table adorned with a cake topper spelling ""Happy 30th Birthday"", surrounded by an array of pastries and candles, with a soft, warm lighting that highlights the festive atmosphere.",Happy 30th Birthday,17,Hard
00556,"A close-up shot of a product package prominently labeled ""Eco Friendly Materials Used"", sitting on a natural wooden surface, with soft, warm lighting highlighting the eco-friendly theme and the texture of the packaging.",Eco Friendly Materials Used,24,Hard
00557,"A tattoo parlor window with ""Ink Your Destiny"" in Gothic letters, surrounded by vibrant, detailed tattoos and artistic designs, set against a soft, urban backdrop.",Ink Your Destiny,14,Hard
00558,"A modern corporate office setting with a sleek, minimalist design. A large motivational poster on the wall declaring ""Embrace the Void"", surrounded by glass panels and high-tech workstations. The scene is bathed in soft, ambient lighting, emphasizing the poster's message.",Embrace the Void,14,Hard
00559,"A serene beach scene with a prominent warning flag that reads ""High Surf Danger"" fluttering in the wind, set against a backdrop of turbulent waves and a cloudy sky.",High Surf Danger,14,Hard
00560,"A vintage potion bottle with a label that reads ""Shake Well Before Exploding"", set against a dark, mysterious background with subtle glowing effects around the bottle, enhancing its mystical and dangerous aura.",Shake Well Before Exploding,24,Hard
00561,"A photograph of a scientist's lab, with a white lab coat hanging on a hook. The coat is embroidered with ""Dr Smith Genetics Lab"" in elegant blue thread, set against a backdrop of lab equipment and shelves filled with scientific apparatus.",Dr Smith Genetics Lab,18,Hard
00562,"Retro arcade game screen with a pixelated ""Game Over"" message, vibrant neon colors, and a slightly glitched effect, set against a dark background with glowing pixel borders.",Game Over,8,Medium
00563,"A carnival tent with a vibrant banner proudly declaring ""World's Smallest Horse"", surrounded by curious onlookers and festive decorations, under a sunny sky.",World's Smallest Horse,20,Hard
00564,"A neon sign in a retro style above a bustling diner, glowing brightly with the words ""Open 24 Hours"" against the backdrop of a dimly lit city street at night.",Open 24 Hours,11,Hard
00565,"A vintage clock tower stands tall in a bustling city square, its face altered to read ""No Time Like Now"" in elegant, antique lettering, surrounded by pigeons and the shadows of passing pedestrians.",No Time Like Now,13,Hard
00566,"A serene garden map titled ""Pathway to Serenity"", featuring a winding stone path surrounded by lush greenery, blooming flowers, and tranquil water features, leading to a peaceful Zen garden with a traditional Japanese pavilion in the background.",Pathway to Serenity,17,Hard
00567,"A serene park scene featuring a wooden bench under a canopy of oak trees. On the bench, a small, bronze plaque is engraved with ""Rest A While"", reflecting the peaceful ambiance of the location. Sunlight filters through the leaves, casting dappled shadows on the ground.",Rest A While,10,Medium
00568,"A vibrant TV show poster for ""Coping with Cupid"", featuring a comedic ensemble cast in a romantic setting, with heart-shaped arrows and a playful, colorful backdrop.",Coping with Cupid,15,Hard
00569,"A digital billboard in Times Square at night, flashing the message ""You're Being Watched"" in bright, neon colors, surrounded by bustling crowds and glowing city lights.",You're Being Watched,18,Hard
00570,"A submarine's periscope crosshairs, set against the murky depths of the ocean, focus on the ominous warning ""KRAKEN AHEAD"", with the tentacles of the legendary sea monster just beginning to emerge from the shadows.",KRAKEN AHEAD,11,Hard
00571,"A eerie, fog-covered suburban street at twilight, with a ghostly real estate sign swaying in the wind, reading ""Haunted Price Reduced Again"" in bold, glowing letters. The sign is partially obscured by the mist, adding to the haunting atmosphere.",Haunted Price Reduced Again,24,Hard
00572,"A futuristic galactic embassy entrance, with a sleek, metallic plaque prominently displaying the text ""Humans Must Be Accompanied"". The scene is set under a starry sky, with distant planets visible, and the embassy building features advanced, glowing technology and alien guards standing nearby.",Humans Must Be Accompanied,23,Hard
00573,"A cozy bakery interior with a vintage wooden counter, showcasing a large, glass cookie jar prominently labeled ""Emergency Sugar"". The jar is brimming with an assortment of colorful, freshly baked cookies, surrounded by rustic baking utensils and a sprinkling of sugar on the counter.",Emergency Sugar,14,Hard
00574,"A close-up of an old, worn book page with a faded blue library stamp in the corner, clearly reading ""Property of Rivertown Library"", surrounded by yellowed paper and intricate text.",Property of Rivertown Library,26,Hard
00575,"A vintage circus banner featuring a burly strongman, muscles rippling, with a bold, ironic text reading ""Weakness Inside"". The scene is set at dusk, with the warm glow of carnival lights in the background, enhancing the dramatic and mysterious atmosphere.",Weakness Inside,14,Hard
00576,"A vibrant surfboard design featuring bold waves and dynamic splashes, with the phrase ""Ride the Wave 2024"" prominently displayed in modern, sleek typography, set against a backdrop of ocean blues and sunlit skies.",Ride the Wave 2024,15,Hard
00577,"A toddler stands proudly beside a sandcastle on a sunny beach, a small flag planted atop it reading ""King of the Beach"". The child's joyful smile and the playful atmosphere are captured in this heartwarming scene.",King of the Beach,14,Hard
00578,"A UFO hovers in the night sky, its underside glowing with a soft, otherworldly light. Beneath it, a beam of light illuminates a peaceful landscape. The words ""We Come in Peace"" are clearly visible on its surface, radiating a sense of calm and hope.",We Come in Peace,13,Hard
00579,"A vibrant skateboard deck with the bold graphic reading ""Skate or Die"", set against a backdrop of a bustling urban street, with graffiti-covered walls and skateboarders in mid-air performing tricks. The scene captures the energetic and rebellious spirit of skate culture.",Skate or Die,10,Medium
00580,"A bustling subway station with sleek, modern design, featuring the tile ""Downtown Line Platform 2"" prominently displayed on the wall. Passengers in a hurry walk past, while the fluorescent lighting casts a cool, blue tint over the scene.",Downtown Line Platform 2,21,Hard
00581,"A neatly organized toy store shelf with a clear label that reads ""Educational Toys"", showcasing a variety of learning toys like puzzles, science kits, and alphabet blocks, all brightly colored and arranged attractively.",Educational Toys,15,Hard
00582,"A high-contrast, edgy skateboard deck featuring the graphic ""Skull Crusher Pro Model"" with a bold, graffiti-style font. The skull is depicted in vibrant colors, crushing a cracked helmet, set against a dark, urban background.",Skull Crusher Pro Model,20,Hard
00583,"A close-up of a gardener's glove, prominently displaying the printed text ""Plant Grow Repeat"", set against a backdrop of rich, fertile soil and vibrant green foliage.",Plant Grow Repeat,15,Hard
00584,"A close-up of a car bumper sticker that reads ""Student Driver Stay Back"", with a blurred cityscape behind it, emphasizing the sticker's cautionary message.",Student Driver Stay Back,21,Hard
00585,"A close-up of a paper towel with the words ""leave"" written in bold, black marker, set against a minimal, white background. The texture of the paper towel is clearly visible, adding a realistic touch to the image.",leave,5,Easy
00586,"A bustling train station with a digital display reading ""Next Train 915 AM"" prominently in the foreground, surrounded by commuters waiting on the platform, with the sleek body of a modern train partially visible in the background, ready to depart.",Next Train 915 AM,14,Hard
00587,"A vibrant concert poster with a bold headline announcing ""Global Tour Final Show"" under a spotlight, surrounded by excited fans holding glowing light sticks, in a bustling stadium at night.",Global Tour Final Show,19,Hard
00588,"An intergalactic highway rest stop sign reads ""Last Fuel for 10 Lightyears"", set against the backdrop of a distant nebula and a few passing spaceships. The sign is illuminated with neon lights, casting a soft glow in the vast, dark cosmos.",Last Fuel for 10 Lightyears,23,Hard
00589,"New York skyline at night, vibrant and bustling, with ""Text to Image"" written in a spectacular display of colorful fireworks illuminating the sky.",Text to Image,11,Hard
00590,"A realistic photograph of a protestor holding a sign that reads ""Equal Rights Now"", standing in a crowded street with other demonstrators, under a cloudy sky, capturing the intensity and determination of the moment.",Equal Rights Now,14,Hard
00591,"A bicycle with a shiny bell sticker that reads ""Ring for Speed"", placed prominently on the handlebars, against a backdrop of a blurred, fast-paced city street.",Ring for Speed,12,Hard
00592,"A realistic photograph of the exterior of the restaurant ""Gas Station"", showcasing its unique blend of industrial and modern design elements, with a few cars parked outside and a warm, inviting glow from the windows.",Gas Station,10,Medium
00593,"A medieval tournament ground, vibrant with cheering crowds, centered around a grand banner that reads ""Joust Champions"" fluttering in the breeze, with armored knights on horses preparing for the competition.",Joust Champions,14,Hard
00594,"A dramatic scene with a volcano warning siren flashing the message ""Eruption Sale Today"" in a bustling town square, where panicked citizens and curious onlookers gather, blending realism with surrealism.",Eruption Sale Today,17,Hard
00595,"An ancient, tattered page from a wizard’s spellbook, titled ""Invisibility Brew Page 666"", with intricate illustrations of mystical ingredients and detailed handwritten notes in glowing ink, set against a backdrop of swirling, ethereal mist.",Invisibility Brew Page 666,23,Hard
00596,"A medieval tavern door with a wooden sign above it, clearly displaying the warning: ""No Dragons Allowed"". The door is worn from age, with a brass knocker and a lantern hanging to the side, casting a warm glow over the scene.",No Dragons Allowed,16,Hard
00597,"A cozy bakery window adorned with a vintage decal announcing ""Fresh Bread Daily Since 1985"", with a warm, inviting glow from inside, and a fresh loaf of bread on display, capturing the essence of a long-standing local tradition.",Fresh Bread Daily Since 1985,24,Hard
00598,"A tattoo parlor's window features a decal in gothic font, boldly advertising ""Walkins Welcome"", set against a backdrop of vibrant, colorful tattoos and a sleek, modern interior.",Walkins Welcome,14,Hard
00599,"A retro camper van parked by a serene lake, its bumper sticker partially peeling, revealing the text ""Honk If You’re Holographic"" amidst a backdrop of lush greenery and clear blue skies.",Honk If You’re Holographic,23,Hard
00600,"A classroom scene with a whiteboard prominently displaying the message ""Test Tomorrow Good Luck"", surrounded by students' desks and scattered notebooks, with a window letting in natural light, capturing the atmosphere of a typical school day.",Test Tomorrow Good Luck,20,Hard
00601,"A vibrant TV show poster titled ""Etsuraku Kousaten"", featuring a futuristic cityscape at sunset with neon lights and flying vehicles, set against a backdrop of towering skyscrapers. The title is prominently displayed in bold, glowing letters at the top.",Etsuraku Kousaten,16,Hard
00602,"A digital photo frame displaying a slideshow labeled ""Family Vacation 2023"", showing vibrant beach scenes, joyful family moments, and picturesque landscapes, all captured in high-resolution, warm, and nostalgic tones.",Family Vacation 2023,18,Hard
00603,"A close-up of a gardener's seed packet with ""Plant in Full Sunlight"" clearly visible, surrounded by sunlit garden tools and vibrant flowers in a sunny garden setting.",Plant in Full Sunlight,19,Hard
00604,"A pirate's parrot perched on a wooden plank, squawking ""Shiver Me Timbers"" in a speech bubble, with a treasure map and a pirate hat nearby, under a cloudy sky over the ocean.",Shiver Me Timbers,15,Hard
00605,"A worn, torn notebook page lying on a rustic wooden table, with the handwritten note ""Meeting at 42nd Tree"" clearly visible amidst scribbles and faded ink, under a soft, nostalgic light.",Meeting at 42nd Tree,17,Hard
00606,"A farmer's scarecrow stands in a golden wheat field, holding a weathered wooden sign that reads ""Field of Dreams"", with a serene sunset casting long shadows and a soft glow over the landscape.",Field of Dreams,13,Hard
00607,"A close-up of a sleek, modern hotel key card sleeve on a dark wooden surface, with the text ""Room 1408 Access"" prominently displayed in elegant, silver font. Soft, ambient lighting highlights the texture of the card and the richness of the wood.",Room 1408 Access,14,Hard
00608,"A whimsical children's book illustration capturing the essence of ""Once Upon A Time"", featuring a cozy cottage in a forest at dusk, with a glowing lantern on the porch and a family of woodland creatures gathered around, eager to hear the story.",Once Upon A Time,13,Hard
00609,"A sleek, metallic alien spaceship door, intricately etched with the phrase ""Welcome Earthlings"" in elegant, glowing letters, set against the backdrop of a starlit sky.",Welcome Earthlings,17,Hard
00610,"A close-up of a shiny red fire truck door, featuring a bold, metallic emblem that reads ""Rescue Unit 12"", set against a backdrop of a bustling urban street with firefighters preparing for a mission.",Rescue Unit 12,12,Hard
00611,"A realistic photograph of a modern laboratory, with a whiteboard prominently displaying the note ""Test Results Pending"" in neat handwriting, surrounded by scientific equipment and charts.",Test Results Pending,18,Hard
00612,"A realistic photograph of a gym locker with its combination dial set to ""1234"", showing the metal door slightly ajar, with a water bottle and a towel hanging on the side. The locker is in a well-lit, modern gym with wood paneling and mirrors in the background.",1234,4,Easy
00613,"A cozy campsite at dusk, with a marshmallow roasting over a crackling campfire. The marshmallow is in a special bag labeled ""Roast To Perfection"", hanging gently from a stick. The scene is warm and inviting, with the fire's glow illuminating the surrounding forest.",Roast To Perfection,17,Hard
00614,"A bustling nightlife scene with a neon bar sign flashing ""Last Call"" above a crowded counter, patrons engaged in lively conversations, and the ambient glow of the neon reflecting off glasses and faces.",Last Call,8,Medium
00615,"A close-up of a dog's food bowl, etched with the words ""Good Boy Buffet"", sitting on a wooden floor, with sunlight streaming in from a nearby window, casting a warm glow.",Good Boy Buffet,13,Hard
00616,"A wooden trail marker stands in a dense forest, its surface weathered by time. The words ""Hidden Trail"" are carved deeply into the wood, surrounded by moss and foliage, creating a serene and mysterious atmosphere.",Hidden Trail,11,Hard
00617,"A futuristic space hotel lobby with a sleek, glowing sign that reads ""ZeroG Suites"", surrounded by minimalist decor and large windows showcasing the vastness of space outside.",ZeroG Suites,11,Hard
00618,"A modern gym interior with a treadmill prominently displayed. The treadmill's screen is flashing ""Snack Time in 01mi"" in bright, bold letters. A water bottle and a towel rest nearby, with a fitness enthusiast pausing to glance at the screen, capturing the moment just before snack time.",Snack Time in 01mi,15,Hard
00619,"Retro movie poster for ""Attack of the Giant Tomatoes"", featuring colossal tomatoes with menacing faces towering over a 1950s American town, cars and people fleeing in panic, vibrant colors, and vintage typography.",Attack of the Giant Tomatoes,24,Hard
00620,"A sunlit paleontology dig site with a clear marker reading ""Bone Zone Sector 9"" surrounded by sand and excavation tools, with scientists in hats and protective gear carefully working around ancient fossil remains.",Bone Zone Sector 9,15,Hard
00621,"A sleek race car speeding on a dusty track, with a prominent hood decal reading ""Speed Demon"" in bold, fiery red letters against a black background, capturing the intense focus and power of the vehicle.",Speed Demon,10,Medium
00622,"A realistic photograph of a construction site with yellow and black warning tape stretched across, prominently displaying the text ""Danger Zone"" in bold letters. The scene includes hard hats and safety vests on the ground, emphasizing the cautionary atmosphere.",Danger Zone,10,Medium
00623,"An astronaut's patch featuring ""Mission Alpha"", set against the backdrop of a star-studded space, with Earth visible in the distance, detailed stitching, and metallic accents.",Mission Alpha,12,Hard
00624,"A boxing ring under intense stadium lights, the mat boldly printed with ""Final Round Championship"", surrounded by an eager, cheering crowd, capturing the tension and excitement of the ultimate match.",Final Round Championship,22,Hard
00625,"A neon diner sign glowing ""Eat Run"" illuminates a rainy city street, reflecting off wet pavements and creating a vibrant, nostalgic atmosphere.",Eat Run,6,Medium
00626,"A vintage movie theater marquee illuminated at night, prominently displaying ""Midnight Horror Fest"" in glowing red letters, surrounded by eerie fog and silhouettes of horror movie icons.",Midnight Horror Fest,18,Hard
00627,"A snow globe with a glass dome filled with snowflakes, sitting on a wooden base intricately engraved with the words ""Shake for Best Results"". The scene inside the globe is a cozy, snow-covered village at dusk.",Shake for Best Results,19,Hard
